0	24.0	-12	0.606530659713	188	176
1	23.904	-8	0.715572740402	196	176
2	23.808384	-38	0.202690233775	196	176
3	23.713150463999998	70	1.0	126	126
4	23.618297862144	-94	0.0186862924374	126	126
5	23.523824670695422	-74	0.043034766689	126	126
6	23.429729372012645	-34	0.234301205103	160	126
7	23.33601045452459	2	1.0	158	126
8	23.242666412706495	24	1.0	134	126
9	23.149695747055667	-76	0.0375162722987	134	126
10	23.057096964067444	-26	0.323797987223	134	126
11	22.964868576211174	-76	0.0365379883108	134	126
12	22.87300910190633	-2	0.916274484009	136	126
13	22.781517065498704	-2	0.915952779842	138	126
14	22.690390997236708	0	1.0	138	126
15	22.599629433247763	10	1.0	128	126
16	22.50923091551477	6	1.0	122	122
17	22.419193991852712	-28	0.286811571623	122	122
18	22.3295172158853	-20	0.408331704788	122	122
19	22.240199147021762	-8	0.697879372991	122	122
20	22.151238350433673	-60	0.0666265469602	122	122
21	22.062633397031938	-40	0.163160614326	122	122
22	21.974382863443807	-22	0.367450827228	122	122
23	21.886485331990034	-22	0.365976366959	144	122
24	21.798939390662074	-24	0.332548024271	144	122
25	21.711743633099427	-8	0.691795983365	152	122
26	21.624896658567028	-36	0.189238370336	152	122
27	21.53839707193276	-2	0.91132342681	152	122
28	21.452243483645027	0	1.0	152	122
29	21.366434509710448	-60	0.0603169068245	152	122
30	21.280968771671606	-12	0.568994731787	164	122
31	21.19584489658492	58	1.0	106	106
32	21.111061516998582	-138	0.00144903499961	106	106
33	21.026617270930586	-102	0.00782059785881	106	106
34	20.942510801846865	6	1.0	100	100
35	20.858740758639478	-94	0.0110369773756	100	100
36	20.77530579560492	-6	0.749158716607	106	100
37	20.692204572422497	-102	0.00723089402669	106	100
38	20.609435754132807	22	1.0	84	84
39	20.526998011116277	10	1.0	74	74
40	20.444890019071813	-102	0.00681232571804	74	74
41	20.363110458995525	-18	0.413147172314	92	74
42	20.281658017159543	-24	0.306255607346	92	74
43	20.200531385090905	-96	0.00863138559388	92	74
44	20.119729259550542	-4	0.819705760072	96	74
45	20.03925034251234	-110	0.00413103500271	96	74
46	19.95909334114229	10	1.0	86	74
47	19.87925696777772	-30	0.221106513888	86	74
48	19.79973993990661	-50	0.0800354439353	86	74
49	19.720540980146982	-36	0.161135809864	86	74
50	19.641658816226393	-14	0.490283856896	86	74
51	19.563092180961487	-110	0.00361438708736	86	74
52	19.48483981223764	-10	0.598565384279	86	74
53	19.406900452988694	6	1.0	80	74
54	19.329272851176736	-18	0.394068682309	98	74
55	19.25195575977203	4	1.0	94	74
56	19.17494793673294	-30	0.209183921725	94	74
57	19.09824814498601	16	1.0	78	74
58	19.02185515240607	-8	0.656673156261	86	74
59	18.94576773179644	-18	0.386709983488	86	74
60	18.869984660869257	-2	0.899435056783	88	74
