1	0.0131554402711	0.0388232672208
4	0.0833559317554	0.120986434056
7	0.284980721245	0.257249221297
10	0.316074117029	0.247910843019
13	0.342640558767	0.332070834855
16	0.253584335364	0.222336506164
19	0.442464060072	0.30551377967
22	0.450407886371	0.299053080555
25	0.458877131645	0.308622017303
28	0.47253187074	0.302714771641
31	0.577327434336	0.289946223896
34	0.534669602053	0.337419510927
37	0.574494974296	0.271177692811
40	0.634617791666	0.191690545733
43	0.603247780343	0.235291621915
46	0.58606343877	0.246660818105
49	0.617828231137	0.25065689836
52	0.779642843748	0.167086850034
55	0.580131105058	0.27902821022
58	0.575986829385	0.283401885643
61	0.750085499519	0.161523608063
64	0.725283233143	0.206512452195
67	0.689089107878	0.256097326398
70	0.779617636831	0.120643533523
73	0.797031193151	0.165568086184
76	0.731515352539	0.238415799998
79	0.763066717119	0.208635589609
82	0.686269266822	0.21195014587
85	0.83268549626	0.136577616507
88	0.807990697778	0.138010405107
91	0.759850698156	0.230803293983
94	0.746091946573	0.220828074251
97	0.834436576526	0.140499960463
